City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
333,dubti,11.7361,41.0853,22.54,60,0,2.81,Dubti,1669954520
334,mezen,65.8522,44.24,-5.21,95,100,2.42,Mezen',1669954522
335,nhulunbuy,-12.2333,136.7667,34.34,33,95,5.66,Nhulunbuy,1669954524
336,mishan,45.55,131.8833,-11.35,63,54,6.19,Mishan,1669954525
337,port lincoln,-34.7333,135.8667,22.4,55,0,5.4,Port Lincoln,1669954527
338,corowa,-36.0333,146.3833,28.1,46,1,1.5,Corowa,1669954528
339,gornyy,55.1153,83.9059,-21.35,100,96,2.0,Gornyy,1669954530
340,wexford,52.3342,-6.4575,9.56,86,100,0.45,Wexford,1669954480
341,swellendam,-34.0226,20.4417,16.9,83,75,2.78,Swellendam,1669954533
342,valdivia,-39.8142,-73.2459,8.05,71,9,0.98,Valdivia,1669954534
343,kaeo,-35.1,173.7833,20.74,73,100,4.52,Kaeo,1669954536
344,yarada,17.65,83.2667,28.18,78,75,2.57,Yārāda,1669954537
345,krasnoselkup,65.7,82.4667,-20.59,98,100,4.41,Krasnosel'kup,1669954539
346,esmeraldas,-19.7625,-44.3139,21.17,86,78,2.55,Esmeraldas,1669954540
347,salinopolis,-0.6136,-47.3561,26.84,79,99,6.09,Salinópolis,1669954541
348,korla,41.7597,86.1469,-4.24,27,100,2.0,Korla,1669954543
349,olinda,-8.0089,-34.8553,26.85,69,40,4.12,Olinda,1669954544
350,barra patuca,15.8,-84.2833,25.38,86,29,5.16,Barra Patuca,1669954545
351,hasaki,35.7333,140.8333,12.94,57,100,8.96,Hasaki,1669954547
352,sarangani,5.4033,125.4636,27.83,79,100,9.44,Sarangani,1669954548
353,cacapava do sul,-30.5122,-53.4914,19.32,79,0,0.88,Caçapava do Sul,1669954549
354,banugao,14.7333,121.6333,26.79,85,100,6.95,Banugao,1669954551
355,merano,46.6682,11.1595,5.75,86,100,1.11,Merano,1669954552
356,sioux lookout,50.1001,-91.917,-5.96,68,100,2.57,Sioux Lookout,1669954553
357,manbij,36.5281,37.9549,10.62,87,58,1.06,Manbij,1669954555
358,chabahar,25.2919,60.643,24.48,58,68,1.52,Chabahar,1669954556
359,tarpon springs,28.1461,-82.7568,19.98,84,0,2.57,Tarpon Springs,1669954558
360,ixtapa,20.7,-105.2,24.57,83,20,0.0,Ixtapa,1669954559
361,tiznit,29.5833,-9.5,12.88,91,75,2.31,Tiznit Province,1669954560
362,kropotkin,45.4375,40.5756,2.53,68,100,9.87,Kropotkin,1669954562
363,naze,28.3667,129.4833,13.51,86,100,9.53,Naze,1669954564
364,prachuap khiri khan,12.2167,99.75,28.14,65,5,3.95,Prachuap Khiri Khan,1669954398
365,gamba,-2.65,10.0,24.58,90,100,3.49,Gamba,1669954568
366,den helder,52.9599,4.7593,3.99,83,100,5.81,Den Helder,1669954570
367,langham,52.3668,-106.9679,-22.88,98,99,2.57,Langham,1669954520
368,shaowu,27.3409,117.4831,8.12,89,97,0.77,Shaowu,1669954573
369,mikhaylovka,50.06,43.2379,-6.86,86,62,3.64,Mikhaylovka,1669954334
370,cap malheureux,-19.9842,57.6142,26.37,67,41,1.34,Cap Malheureux,1669954577
371,zitacuaro,19.4372,-100.358,13.18,95,95,2.2,Zitacuaro,1669954578
372,poronaysk,49.2167,143.1167,-11.09,63,52,5.71,Poronaysk,1669954580
373,dalby,-27.1833,151.2667,25.55,40,79,1.34,Dalby,1669954581
374,gympie,-26.1898,152.665,22.68,59,85,4.34,Gympie,1669954583
375,port macquarie,-31.4333,152.9167,22.16,53,100,6.4,Port Macquarie,1669954576
376,zhigansk,66.7697,123.3711,-28.69,97,100,3.88,Zhigansk,1669954333
377,zhumadian,32.9794,114.0294,4.15,35,5,3.2,Zhumadian,1669954587
378,troitsko-pechorsk,62.7084,56.1964,-25.28,100,99,1.43,Troitsko-Pechorsk,1669954588
379,chino valley,34.7575,-112.4538,8.87,57,0,2.24,Chino Valley,1669954590
380,hami,42.8,93.45,-7.94,17,100,1.04,Kumul,1669954591
381,inyonga,-6.7167,32.0667,17.23,97,99,1.09,Inyonga,1669954593
382,yellandu,17.6,80.3333,26.68,60,26,0.8,Yellandu,1669954594
383,meulaboh,4.1363,96.1285,26.07,82,100,1.22,Meulaboh,1669954595
384,hermon,44.8101,-68.9134,0.18,59,75,4.12,Hermon,1669954597
385,koszalin,54.1944,16.1722,0.28,85,94,1.89,Koszalin,1669954598
386,whitehorse,60.7161,-135.0538,-17.61,77,99,6.71,Whitehorse,1669954506
387,walvis bay,-22.9575,14.5053,16.16,87,32,4.39,Walvis Bay,1669954600
388,ukiah,39.1502,-123.2078,3.25,92,0,0.0,Ukiah,1669954602
389,progreso,21.2833,-89.6667,25.06,82,2,6.2,Progreso,1669954603
390,lancaster,40.2504,-76.2499,-0.4,76,0,2.06,Lancaster,1669954604
391,prado,-17.3411,-39.2208,23.42,95,99,6.39,Prado,1669954606
392,andenes,69.3143,16.1194,3.99,93,100,3.09,Andenes,1669954607
393,tecoanapa,16.5167,-98.75,25.83,78,28,1.23,Barra de Tecoanapa,1669954608
394,havelock,34.8791,-76.9013,10.97,93,0,0.0,Havelock,1669954610
395,honiara,-9.4333,159.95,27.81,83,100,2.16,Honiara,1669954611
396,kargasok,59.0556,80.8572,-22.55,99,43,3.13,Kargasok,1669954613
397,asau,46.4333,26.4,-1.49,95,100,0.99,Asău,1669954614
398,cobija,-11.0267,-68.7692,23.38,89,96,0.49,Cobija,1669954615
399,cervo,43.6702,-7.4101,9.1,82,12,6.67,Cervo,1669954617
400,srandakan,-7.9386,110.2506,28.98,65,53,4.33,Srandakan,1669954618
401,kalianget,-7.05,113.9333,29.19,66,97,1.88,Kalianget,1669954619
402,tateyama,34.9833,139.8667,15.05,57,100,5.86,Tateyama,1669954621
403,sitia,35.2,26.0986,16.3,71,12,1.77,Sitia,1669954622
404,masuguru,-11.3667,38.4167,24.21,80,99,1.05,Masuguru,1669954624
405,te anau,-45.4167,167.7167,14.26,43,62,3.2,Te Anau,1669954627
406,bandar-e lengeh,26.5579,54.8807,21.06,83,0,2.06,Bandar-e Lengeh,1669954628
407,bossier city,32.516,-93.7321,11.1,50,100,2.57,Bossier City,1669954630
408,swan hill,-35.3378,143.5544,30.29,27,19,1.0,Swan Hill,1669954632
409,atar,20.5169,-13.0499,18.85,21,51,3.34,Atar,1669954633
410,balikpapan,-1.2675,116.8289,27.55,78,20,1.54,Balikpapan,1669954635
411,yekepa,7.5753,-8.5419,20.59,97,99,1.2,Yekepa,1669954636
412,nipawin,53.3668,-104.0009,-21.98,77,100,4.12,Nipawin,1669954639
413,viedma,-40.8135,-62.9967,15.61,53,1,7.75,Viedma,1669954420
414,dzilam gonzalez,21.2833,-88.9333,24.35,84,0,3.87,Dzilam González,1669954643
415,shamary,57.3434,58.2199,-17.16,84,7,2.63,Shamary,1669954644
416,haines junction,60.7522,-137.5108,-12.03,67,66,2.57,Haines Junction,1669954646
417,iskateley,67.6803,53.1512,-4.55,97,100,3.43,Iskateley,1669954648
418,durban,-29.8579,31.0292,21.68,91,47,0.45,Durban,1669954649
419,portland,45.5234,-122.6762,3.12,91,75,2.68,Portland,1669954235
420,tall kayf,37.0833,41.0667,9.19,71,61,1.24,Tall Kayf,1669954652
421,oistins,13.0667,-59.5333,23.05,94,75,7.2,Oistins,1669954425
422,mazatan,14.8667,-92.45,26.04,100,0,0.0,Mazatán,1669954654
423,umba,66.6871,34.3429,-4.65,92,90,0.81,Umba,1669954656
424,svetlogorsk,52.6333,29.7333,-7.16,93,100,2.78,Forsytheganj,1669954657
425,santa barbara,34.7333,-120.0343,9.61,91,100,3.6,Santa Barbara,1669954572
426,tudela,42.0617,-1.6045,4.5,86,7,2.45,Tudela,1669954659
427,brigantine,39.4101,-74.3646,2.22,72,0,2.57,Brigantine,1669954661
428,rawson,-43.3002,-65.1023,22.32,29,31,5.71,Rawson,1669954662
429,barth,54.3635,12.7249,2.25,82,100,4.17,Barth,1669954663
430,lanxi,29.2195,119.477,4.22,86,95,1.4,Lanxi,1669954665
431,petrinja,45.4375,16.29,3.96,99,100,1.18,Petrinja,1669954666
432,birjand,32.8663,59.2211,3.26,41,40,4.12,Birjand,1669954668
433,kimbe,-5.5502,150.1429,29.67,70,100,2.37,Kimbe,1669954669
434,saint-francois,46.4154,3.9054,2.69,87,100,1.54,Saint-François,1669954670
435,cabedelo,-6.9811,-34.8339,26.37,76,50,6.34,Cabedelo,1669954672
436,gravdal,68.1214,13.5031,2.94,93,0,3.6,Gravdal,1669954673
437,valle de allende,26.9333,-105.4,15.29,62,2,1.93,Valle de Allende,1669954674
438,tuatapere,-46.1333,167.6833,11.62,55,69,5.6,Tuatapere,1669954676
439,bonavista,48.6499,-53.1147,7.79,92,100,16.52,Bonavista,1669954677
440,itacarambi,-15.1022,-44.0919,20.88,96,99,0.65,Itacarambi,1669954678
441,dolgorukovo,52.3195,38.3453,-4.48,73,100,4.03,Dolgorukovo,1669954680
442,umm lajj,25.0213,37.2685,23.3,54,0,4.55,Umluj,1669954681
443,tiarei,-17.5333,-149.3333,28.01,81,18,7.09,Tiarei,1669954683
444,barabai,-2.5833,115.3833,32.16,57,68,1.49,Barabai,1669954684
445,alamogordo,32.8995,-105.9603,14.45,35,75,2.57,Alamogordo,1669954686
446,grenfell,-33.9,148.1667,23.58,44,74,3.73,Grenfell,1669954687
447,yinchuan,38.4681,106.2731,-1.35,22,5,0.2,Yinchuan,1669954689
448,jasper,37.2001,-94.3502,9.03,29,100,9.26,Jasper,1669954690
449,dong hoi,17.4833,106.6,21.2,92,100,8.89,Kwang Binh,1669954446
450,montlucon,46.3333,2.6,3.17,92,100,1.85,Montluçon,1669954694
451,yershov,51.3513,48.2766,-8.02,88,62,3.23,Yershov,1669954695
452,cowra,-33.8333,148.6833,23.75,42,68,3.1,Cowra,1669954696
453,mount isa,-20.7333,139.5,35.87,14,0,3.6,Mount Isa,1669954698
454,kalemie,-5.9475,29.1947,19.51,94,100,1.29,Kalemie,1669954700
455,andapa,-14.65,49.65,22.94,81,29,0.36,Andapa,1669954701
456,margate,51.3813,1.3862,8.16,86,88,1.79,Margate,1669954703
457,santa fe,-31.6333,-60.7,23.33,65,100,1.79,Santa Fe,1669954633
458,elizabeth city,36.2946,-76.2511,2.79,75,0,0.0,Elizabeth City,1669954602
459,naryan-mar,67.6713,53.087,-4.39,97,100,3.41,Naryan-Mar,1669954707
460,taltal,-25.4,-70.4833,16.93,83,30,1.48,Taltal,1669954708
461,bandarbeyla,9.4942,50.8122,25.96,74,64,7.15,Bandarbeyla,1669954710
462,broome,42.2506,-75.833,-1.41,75,20,1.79,Broome,1669954711
463,caucaia,-3.7361,-38.6531,27.24,74,40,6.69,Caucaia,1669954713
464,ust-tsilma,65.441,52.1498,-5.35,96,100,2.73,Ust-Tsilma,1669954714
465,port hedland,-20.3167,118.5667,33.03,58,27,9.26,Port Hedland,1669954715
466,praia da vitoria,38.7333,-27.0667,13.14,62,20,11.32,Praia da Vitória,1669954717
467,sumenep,-7.0167,113.8667,29.6,64,94,2.3,Sumenep,1669954718
468,marsh harbour,26.5412,-77.0636,24.8,64,100,10.72,Marsh Harbour,1669954719
469,charters towers,-20.1,146.2667,29.29,32,100,5.68,Charters Towers,1669954721
470,asha,54.9973,57.2722,-17.97,96,34,2.08,Asha,1669954722
471,vienna,48.2085,16.3721,1.53,88,20,2.06,Vienna,1669954723
472,port hardy,50.6996,-127.4199,-3.9,86,75,2.57,Port Hardy,1669954521
473,moldava nad bodvou,48.6143,20.9996,0.54,93,0,5.14,Moldava nad Bodvou,1669954726
474,mehamn,71.0357,27.8492,0.97,100,75,3.09,Mehamn,1669954727
475,nedjo,9.5046,35.5019,14.32,65,43,0.65,NEDJO,1669954729
476,xining,36.6167,101.7667,1.45,22,29,1.49,Xining,1669954730
477,kifri,34.6959,44.9661,14.91,76,0,2.07,Kifrī,1669954732
478,poum,-20.2333,164.0167,27.73,82,100,6.25,Poum,1669954733
479,alekseyevka,50.6309,38.6903,-3.71,67,96,5.3,Alekseyevka,1669954734
480,severobaykalsk,55.65,109.3167,-21.8,63,100,2.59,Severobaykal'sk,1669954736
481,petropavlovsk-kamchatskiy,53.0452,158.6483,-5.67,80,20,2.0,Petropavlovsk-Kamchatskiy,1669954487
482,sur,22.5667,59.5289,24.49,36,29,0.43,Sur,1669954738
483,kiama,-34.6833,150.8667,20.77,80,80,3.52,Kiama,1669954740
484,guerrero negro,27.9769,-114.0611,15.2,75,31,4.14,Guerrero Negro,1669954741
485,tooele,40.5308,-112.2983,7.46,53,75,12.86,Tooele,1669954525
486,tautira,-17.7333,-149.15,26.42,82,39,7.09,Tautira,1669954744
487,batagay-alyta,67.8006,130.4114,-24.25,99,100,1.09,Batagay-Alyta,1669954746
488,ejido,8.5514,-71.2375,17.45,95,89,1.04,Ejido,1669954747
489,australind,-33.2667,115.7167,22.21,49,0,5.88,Australind,1669954750
490,port-cartier,50.0334,-66.8654,-2.18,69,78,8.31,Port-Cartier,1669954751
491,algiers,36.7525,3.042,10.9,62,75,2.06,Algiers,1669954665
492,rafraf,37.1904,10.1837,9.18,57,89,6.27,Rafrāf,1669954754
493,providencia,28.7167,-111.5833,18.89,50,7,1.56,La Providencia,1669954756
494,norman wells,65.282,-126.8329,-12.98,72,100,4.63,Norman Wells,1669954758
495,tashtagol,52.7657,87.8894,-15.48,78,91,0.77,Tashtagol,1669954760
496,wangou,42.0623,126.9127,-9.97,53,4,4.19,Wangou,1669954762
497,moville,42.4889,-96.0725,5.33,62,22,7.66,Moville,1669954764
498,nevinnomyssk,44.6267,41.9453,1.0,80,100,10.09,Nevinnomyssk,1669954765
499,kismayo,-0.3582,42.5454,26.52,75,96,4.33,Kismayo,1669954767
500,bay city,43.5945,-83.8889,-0.5,74,100,4.12,Bay City,1669954514
501,beidao,34.5686,105.8933,3.27,48,51,0.69,Beidao,1669954770
502,kaita,34.3667,132.55,9.75,48,100,4.03,Kaita,1669954771
503,balkanabat,39.5108,54.3671,5.82,41,84,1.44,Balkanabat,1669954572
504,sakakah,29.9697,40.2064,12.76,63,41,3.0,Sakakah,1669954774
505,paso de carrasco,-34.8603,-56.0522,19.41,94,100,5.66,Paso de Carrasco,1669954775
506,chake chake,-5.2459,39.7666,24.87,84,54,1.98,Chake Chake,1669954776
507,husavik,66.0449,-17.3389,1.67,86,49,6.62,Husavik,1669954778
508,maizuru,35.45,135.3333,7.02,60,93,6.53,Maizuru,1669954779
509,gubkinskiy,64.434,76.5026,-21.56,94,21,4.76,Gubkinskiy,1669954780
510,taybad,34.74,60.7756,3.89,53,99,6.67,Tāybād,1669954782
511,mareeba,-17.0,145.4333,31.91,48,70,1.5,Mareeba,1669954783
512,zholymbet,51.7433,71.7122,-21.7,94,49,4.54,Zholymbet,1669954784
513,la orilla,17.9833,-102.2333,24.45,84,76,1.97,La Orilla,1669954786
514,namibe,-15.1961,12.1522,20.4,82,100,2.42,Mossamedes,1669954787
515,iralaya,15.0,-83.2333,25.2,86,4,4.73,Iralaya,1669954788
516,owo,7.1962,5.5868,21.53,91,99,0.46,Owo,1669954790
517,axim,4.8699,-2.2405,25.58,86,100,2.59,Esim,1669954791
518,chenzhou,25.8,113.0333,2.03,92,100,1.26,Chenzhou,1669954792
519,alenquer,-1.9417,-54.7383,24.93,85,99,0.85,Alenquer,1669954794
520,qaqortoq,60.7167,-46.0333,-10.48,75,65,3.88,Qaqortoq,1669954795
521,obukhiv,50.11,30.6227,-2.45,71,100,3.45,Obukhiv,1669954796
522,loviisa,60.4566,26.2251,-2.62,83,100,3.49,Loviisa,1669954798
523,chokurdakh,70.6333,147.9167,-19.33,97,100,5.92,Chokurdakh,1669954799
524,ahuimanu,21.4447,-157.8378,24.36,75,40,3.09,‘Āhuimanu,1669954800
525,kathmandu,27.7167,85.3167,14.12,72,20,1.54,Kathmandu,1669954596
526,mastic beach,40.7668,-72.8521,3.93,66,0,0.45,Mastic Beach,1669954803
527,saravena,6.9538,-71.8752,21.33,98,69,1.35,Saravena,1669954805
528,tessalit,20.1986,1.0114,20.5,20,67,3.14,Tessalit,1669954807
529,sadri,25.1833,73.4333,22.06,25,0,0.85,Sādri,1669954808
530,minot,48.2325,-101.2963,-9.88,85,0,4.12,Minot,1669954810
531,rumoi,43.9344,141.6428,-2.78,68,99,7.74,Rumoi,1669954812
532,vyazemskiy,47.5378,134.7525,-13.61,66,39,5.6,Vyazemskiy,1669954813
533,thinadhoo,0.5333,72.9333,27.32,71,4,3.05,Thinadhoo,1669954815
534,sabha,27.0377,14.4283,12.91,23,100,4.14,Sabha,1669954817
535,kibala,9.1104,18.3463,18.97,72,0,1.54,Kibala,1669954819
536,hofn,64.2539,-15.2082,6.89,76,100,4.6,Hofn,1669954822
537,chishtian mandi,29.8,72.8667,21.43,19,97,2.03,Chishtian,1669954825
538,verkhnyaya maksakovka,61.635,50.9674,-5.99,93,100,3.0,Verkhnyaya Maksakovka,1669954826
539,awjilah,29.1081,21.2869,12.76,51,42,2.77,Awjilah,1669954828
540,yakovlevskoye,55.4419,37.9506,-9.61,85,99,3.13,Yakovlevskoye,1669954829
541,kushima,31.4583,131.2333,12.1,49,98,0.92,Kushima,1669954742
542,taixing,32.1667,120.0136,6.83,47,13,1.86,Taixing,1669954832
543,rio gallegos,-51.6226,-69.2181,11.06,73,94,2.47,Río Gallegos,1669954834
544,dubuque,42.4833,-90.8668,0.35,56,9,8.06,Dubuque,1669954835
545,merauke,-8.4667,140.3333,28.23,79,99,8.31,Merauke,1669954836
546,khandyga,62.6667,135.6,-33.56,98,99,0.28,Khandyga,1669954838
547,castanas,13.8822,121.5517,28.94,79,99,6.77,Castañas,1669954839
548,pinega,64.7001,43.3936,-7.55,91,100,2.04,Pinega,1669954840
549,yanam,16.7333,82.2167,27.34,75,31,3.66,Yanam,1669954842
550,middletown,39.5151,-84.3983,0.37,74,0,3.09,Middletown,1669954843
551,jiuquan,39.7432,98.5174,-5.9,54,87,1.84,Jiuquan,1669954844
552,nago,26.5881,127.9761,19.47,77,99,8.99,Nago,1669954846
553,emerald,-23.5333,148.1667,26.86,45,0,8.26,Emerald,1669954847
554,omboue,-1.5746,9.2618,24.87,87,100,2.85,Omboué,1669954848
555,igunga,-4.2833,33.8833,19.7,84,100,1.73,Igunga,1669954850
556,palmer,42.1584,-72.3287,1.46,69,20,2.57,Palmer,1669954851
557,gambela,8.25,34.5833,22.64,54,57,1.04,Gambēla,1669954575
558,bireun,5.203,96.7009,27.47,71,100,1.15,Bireun,1669954854
559,dobrosloveni,44.1833,24.3667,2.78,100,100,1.77,Dobrosloveni,1669954855
560,monrovia,6.3005,-10.7969,25.16,83,100,1.56,Monrovia,1669954856
561,caribou,46.8606,-68.012,-2.76,66,75,5.66,Caribou,1669954858
562,celestun,20.8667,-90.4,25.54,79,0,7.27,Celestún,1669954859
563,neiafu,-18.65,-173.9833,28.38,83,40,3.6,Neiafu,1669954861
564,zhezkazgan,47.8043,67.7144,-20.01,84,75,3.0,Zhezkazgan,1669954862
565,klaksvik,62.2266,-6.589,10.51,95,100,13.65,Klaksvík,1669954863
566,ampanihy,-24.7,44.75,24.03,72,100,2.41,Ampanihy,1669954634
567,wollongong,-34.4333,150.8833,23.38,77,76,4.76,Wollongong,1669954866
568,jaen,38.0,-3.5,5.65,75,6,1.67,Jaen,1669954867
569,tolyatti,53.5303,49.3461,-9.13,90,80,3.85,Tolyatti,1669954869
570,chernyshevskiy,63.0128,112.4714,-26.16,93,100,1.66,Chernyshevskiy,1669954870
571,rosarito,32.3333,-117.0333,14.53,61,94,0.86,Rosarito,1669954871
572,ubatuba,-23.4339,-45.0711,23.31,90,92,1.03,Ubatuba,1669954589
573,berbera,10.4396,45.0143,25.55,74,0,1.04,Berbera,1669954874
574,telimele,10.9167,-13.3333,19.68,87,84,0.25,Telimele,1669954875
575,kashi,39.4547,75.9797,-5.44,38,87,2.0,Kashgar,1669954877
576,paamiut,61.994,-49.6678,-6.26,62,100,6.61,Paamiut,1669954878
577,ramanuj ganj,23.8,83.7,21.63,39,0,0.64,Rāmānuj Ganj,1669954879
578,acapulco,16.8634,-99.8901,26.9,78,20,2.57,Acapulco de Juárez,1669954820
579,knysna,-34.0363,23.0471,17.92,81,12,2.6,Knysna,1669954882
580,yulara,-25.2406,130.9889,33.63,11,5,0.89,Yulara,1669954883
581,west bay,19.3667,-81.4167,27.82,75,1,3.13,West Bay,1669954884
582,zyryanka,65.75,150.85,-33.71,92,90,4.06,Zyryanka,1669954886
583,georgiyevka,43.0369,74.7114,-3.98,93,40,3.0,Georgiyevka,1669954887
584,ryotsu,38.0833,138.4333,4.17,81,100,6.18,Ryōtsu-minato,1669954889
585,san carlos de bariloche,-41.1456,-71.3082,13.86,33,75,8.23,Bariloche,1669954890
586,cabra,37.4725,-4.4421,7.18,80,5,1.62,Cabra,1669954891
587,aranos,-24.1333,19.1167,23.17,45,82,0.75,Aranos,1669954893
588,la sarre,48.8002,-79.1996,-10.01,94,74,1.76,La Sarre,1669954894
589,quthing,-30.4,27.7003,19.92,54,100,2.22,Quthing,1669954895
590,riohacha,11.5444,-72.9072,23.36,87,0,4.05,Riohacha,1669954897
591,brae,60.3964,-1.353,8.58,90,100,11.5,Brae,1669954898
592,bondoukou,8.0333,-2.8,21.79,91,63,1.72,Bondoukou,1669954899
